,First Last,NOC
784,Darya Barysevich,Belarus
785,Aviv Barzelay,Israel
786,Tamerlan Bashaev,ROC
787,Ghulam Mustafa Bashir,Pakistan
788,Anna Bashta,Azerbaijan
789,Hana Basic,Australia
790,Nikoloz Basilashvili,Georgia
791,Fabio Basile,Italy
792,Liubov Basova,Ukraine
793,Gina Bass,Gambia
794,Guilherme Basseto,Brazil
795,Ray Bassil,Lebanon
796,Jose Maria Basterra,Spain
797,Izaak Bastian,Bahamas
798,Steven Bastien,United States of America
799,Bolortuya Bat Ochir,Mongolia
800,Ser-Od Bat-Ochir,Mongolia
801,Uliana Batashova,ROC
802,Enkhkhuslen Batbayar,Mongolia
803,Amanda Bateman,Australia
804,Martina Batini,Italy
805,Yusup Batirmurzaev,Kazakhstan
806,Ketiley Batista,Brazil
807,Raichel Bativakalolo,Japan
808,Noemi Batki,Italy
809,Bolorerdene Batmunkh,Mongolia
810,Manika Batra,India
811,Vitalina Batsarashkina,ROC
812,Isobel Batt-Doyle,Australia
813,Sugar Katinka Battai,Hungary
814,Haley Batten,United States of America
815,Michela Battiston,Italy
816,Anavia Battle,United States of America
817,Nicolas Batum,France
818,Bobo-Usmon Baturov,Uzbekistan
819,Albert Batyrgaziev,ROC
820,Zilia Batyrshina,ROC
821,Martin Bau,Slovenia
822,Christian Baumann,Switzerland
823,Iga Baumgart-Witan,Poland
824,Jose Bautista,Dominican Republic
825,Munkhzaya Bayartsogt,Mongolia
826,Solongo Bayasgalan,Mongolia
827,Aron Baynes,Australia
828,Shane Baz,United States of America
829,Sandro Bazadze,Georgia
830,Lautaro Bazan Velez,Argentina
831,Galsan Bazarzhapov,ROC
832,Maria Belen Bazo German,Peru
833,Lorene Dorcas Bazolo,Portugal
834,Daniel James Beale,Australia
835, Beatriz,Brazil
836,Cassandre Beaugrand,France
837,Jack Beaumont,Great Britain
838,Maxime Beaumont,France
839,Karl Bebendorf,Germany
840,Luca Beccaro,Italy
841,Mariavittoria Becchetti,Italy
842,Laura Bechdeju,Spain
843,Alex Beck,Australia
844,Leonie Beck,Germany
845,Charlotte Becker,Germany
846,Sophie Becker,Ireland
847,Janine Beckie,Canada
848,Emilie Beckmann,Denmark
849,Alex Beddoes,Cook Islands
850,Agatha Bednarczuk,Brazil
851,Kenneth Bednarek,United States of America
852,Djilali Bedrani,France
853,Ellie Beer,Australia
854,Jolyn Beer,Germany
855,Meghan Beesley,Great Britain
856,Milad Beigi Harchegani,Azerbaijan
857,Sergiu Bejan,Romania
858,Viviana Bejinariu,Romania
859,Alexis Beka Beka,France
860,Lasha Bekauri,Georgia
861,Kornel Beke,Hungary
862,Alemu Bekele,Bahrain
863,Eszter Bekesi,Hungary
864,Maryna Bekh-Romanchuk,Ukraine
865,Joelle Bekhazi,Canada
866,Annemiek Bekkering,Netherlands
867,Ross Bekkering,Netherlands
868,Meryem Bekmez,Turkey
869,Oumayma Bel Ahbib,Morocco
870,Valentin Belaud,France
871,Mathew Belcher,Australia
872,Gianina Beleaga,Romania
873,Margaret Belemu,Zambia
874,Yehualeye Beletew,Ethiopia
875,Mehdi Belhadj,France
876,Alla Belinska,Ukraine
877,Julia Beljajeva,Estonia
878,Alexandra Bell,Great Britain
879,Daniel Bell,South Africa
880,Joe Bell,New Zealand
881,Alice Bellandi,Italy
882,Tia-Adana Belle,Barbados
883,Katrina Bellio,Canada
884,Ayomide Emmanuel Bello,Nigeria
885,Elena Bello,Italy
886,Mireia Belmonte,Spain
887,Tomas Belmonte,Argentina
888,Francisco Belo,Portugal
889,Wilhem Belocian,France
890,Yana Belomoina,Ukraine
891,Fernando Beltran,Mexico
892,Mir Albert Beltran,Spain
893,David Belyavskiy,ROC
894,Adrian Ben,Spain
895,Nadia Ben Azizi,Tunisia
896,Amira Ben Chaabane,Tunisia
897,Mehdi Ben Cheikh,Tunisia
898,Hamid Ben Daoud,Spain
899,Karem Ben Hnia,Tunisia
900,Afef Ben Ismail,Tunisia
901,Miladi Mohamed Ali Ben Othmen,Tunisia
902,Khaled Ben Slimene,Tunisia
903,Wassim Ben Tara,Tunisia
904,Tekiath Ben Yessouf,Niger
905,Abdelkarim Ben Zahra,Morocco
906,Chris Benard,United States of America
907,Lorenzo Benati,Italy
908,Abdelhafid Benchabla,Algeria
909,Belinda Bencic,Switzerland
910,Julia Benedetti,Spain
911,Perris Benegas,United States of America
912,Fateh Benferdjallah,Algeria
913,Angelica Bengtsson,Sweden
914,Rolf-Goran Bengtsson,Sweden
915,Jorge Benguche,Honduras
916,Loubna Benhadja,Algeria
917,Bruna Benites,Brazil
918,Andrea Benitez,Spain
919,Jackie Benitez,Puerto Rico
920,Kion Benjamin,Trinidad and Tobago
921,Rai Benjamin,United States of America
922,Brittany Benn,Canada
923,Billal Bennama,France
924,George Bennett,New Zealand
925,Karen Bennett,Great Britain
926,Hanna Bennison,Sweden
927,Tiesj Benoot,Belgium
928,Gunnar Bentz,United States of America
929,Matej Benus,Slovakia
930,Robin Benzing,Germany
931,Cecilia Berder,France
932,Jalgasbay Berdimuratov,Uzbekistan
933,Zsombor Berecz,Hungary
934,Ignacio Berenguer,Mexico
935,Amalia Beres,Romania
936,Madalina Beres,Romania
937,Eline Berger,Netherlands
938,Eva Berger,France
939,Matt Berger,Canada
940,Leo Bergere,France
941,Torbjoern Bergerud,Norway
942,Kalle Berglund,Sweden
943,Linda Bergstroem,Sweden
944,Fredrik Bergstrom,Sweden
945,Olivia Bergstrom,Sweden
946,Lobke Berkhout,Netherlands
947,Kevin Berlin Reyes,Mexico
948,Phil Berna,Canada
949,Maria Bernabeu,Spain
950,Paul Bernardoni,France
951,Laura Bernat,Poland
952,Madelynn Ann Bernau,United States of America
953,Jean Baptiste Bernaz,France
954,Peter Bernek,Hungary
955,Anna Bernholm,Sweden
956,Juozas Bernotas,Lithuania
957,Djahid Berrahal,Algeria
958,Enrico Berre',Italy
959,Nadjet Berrichi,Algeria
960,Gwen Berry,United States of America
961,Maria Bersneva,ROC
962,Elena Berta,Italy
963,Dimitry Bertaud,France
964,Liam Bertazzo,Italy
965,Victoire Berteau,France
966,Bob Bertemes,Luxembourg
967,Kiki Bertens,Netherlands
968,Amita Berthier,Singapore
969,Elena Bertocchi,Italy
970,Marta Bertoncelli,Italy
971,Coralie Bertrand,France
972,Sofya Berultseva,Kazakhstan
973,Sarra Besbes,Tunisia
974,Clement Bessaguet,France
975,Cedric Bessi,Monaco
976,Justin Best,United States of America
977,Jael Bestue,Spain
978,Brianne Bethel,Bahamas
979,Bruno Bethlen,Brazil
980,Nina Betschart,Switzerland
981,Leonard Kipkemoi Bett,Kenya
982,Alberto Bettiol,Italy
983,Sarah Bettles,Great Britain
984,Alice Betto,Italy
985,Susann Beucke,Germany
986,Nicole Beukers,Netherlands
987,Kelsey Bevan,New Zealand
988,Patrick Bevin,New Zealand
989,Augustin Bey,France
990,Dimitriana Bezede,Republic of Moldova
991,Christiaan Bezuidenhout,South Africa
992,Eleanor Bezzina,Malta
993,Manu Bhaker,India
994,Sarthak Bhambri,India
995,Soniya Bhatta,Nepal
996,Kun Bi,People's Republic of China
997,Cecilia Biagioli,Argentina
998,Romina Biagioli,Argentina
999,Tongda Bian,People's Republic of China
1000,Ilaria Bianchi,Italy
1001,Dan Bibby,Great Britain
1002,Saken Bibossinov,Kazakhstan
1003,Timo Bichler,Germany
1004,Bence Bicsak,Hungary
1005,Sergey Bida,ROC
1006,Walid Bidani,Algeria
1007,Quentin Bigot,France
1008,Marko Bijac,Croatia
1009,Benjamin Bildstein,Austria
1010,Simone Biles,United States of America
1011,Sandrine Billiet,Cape Verde
1012,Mathieu Billot,France
1013,Lauren Billys,Puerto Rico
1014,Mathieu Bilodeau,Canada
1015,Daria Bilodid,Ukraine
1016,Saif Bin Futais,United Arab Emirates
1017,Martin Binedell,South Africa
1018,Khamica Bingham,Canada
1019,Chloe Birch,Great Britain
1020,Elizabeth Bird,Great Britain
1021,Kieran Bird,Great Britain
1022,Sue Bird,United States of America
1023,Dane Bird-Smith,Australia
1024,Kinaua Biribo,Kiribati
1025,Onur Cavit Biriz,Turkey
1026,Gilles Biron,France
1027,Jacob Birtwhistle,Australia
1028,Ibrahim Hani Bisharat,Jordan
1029,Urantungalag Bishindee,Mongolia
1030,Melissa Bishop-Nriagu,Canada
1031,Mateusz Biskup,Poland
1032,Stefan Bissegger,Switzerland
1033,Catriona Bisset,Australia
1034,Brenden David Nelson Bissett,Canada
1035,Stuart Bithell,Great Britain
1036,Gabriela Bitolo,Brazil
1037,Noah Bitsch,Germany
1038,Johannes Bitter,Germany
1039,Ana Bjelica,Serbia
1040,Bojana Bjeljac,Croatia
1041,Christine Bjerendal,Sweden
1042,Tobias Bjerg,Denmark
1043,Fredrik Holmquist Bjerrehuus,Denmark
1044,Kristian Bjoernsen,Norway
1045,Alex Michel Bjurberg Kessidis,Sweden
1046,Pirmin Blaak,Netherlands
1047,Elsabeth Black,Canada
1048,Angeline Blackburn,Australia
1049,Stina Blackstenius,Sweden
1050,Jelena Blagojevic,Serbia
1051,Marc-Antoine Blais-Belanger,Canada
1052,Jerome Blake,Canada
1053,Yohan Blake,Jamaica
1054,Jay Blankenau,Canada
1055,Anita Blaze,France
1056,Mia Blazhevska Eminova,North Macedonia
1057,Jaka Blazic,Slovenia
1058,Joaquin Blazquez,Argentina
1059,Torben Blech,Germany
1060,Eden Blecher,Israel
1061,Jeremy Bleich,Israel
1062,Christopher Blevins,United States of America
1063,Sara Kirsti Blicavs,Australia
1064,Kyle Blignaut,South Africa
1065,Yuliya Bliznets,Belarus
1066,Anastasia Bliznyuk,ROC
1067,Linn Blohm,Sweden
1068,Justen Blok,Netherlands
1069,Merel Blom,Netherlands
1070,Emil Blomberg,Sweden
1071,Rebecka Blomqvist,Sweden
1072,Pernille Blume,Denmark
1073,Kristian Blummenfelt,Norway
1074,Jenny Blundell,Australia
1075,Michaela Blyde,New Zealand
1076,Lucilla Boari,Italy
1077,Bismark Boateng,Canada
1078,Quanita Bobbs,South Africa
1079,Radu Boboc,Romania
1080,Claudia Mihaela Bobocea,Romania
1081,Davlat Bobonov,Uzbekistan
1082,Shelly Bobritsky,Israel
1083,Daniils Bobrovs,Latvia
1084,Gauthier Boccard,Belgium
1085,Tobia Bocchi,Italy
1086,Beril Bocekler,Turkey
1087,Simon Boch,Germany
1088,Solomon Bockarie,Netherlands
1089,Michael Alexandre Bodegas,Italy
1090,Eveline Bodenmuller,Switzerland
1091,Ancuta Bodnar,Romania
1092,Maciej Bodnar,Poland
1093,Mariola Bodnarchuk,Ukraine
1094,Dora Bodonyi,Hungary
1095,Rafael Bogaerts,Belgium
1096,Denis Bogdan,ROC
1097,Tijana Bogdanovic,Serbia
1098,Luminosa Bogliolo,Italy
1099,Jaromir Bohacik,Czech Republic
1100,Caroline Bohe,Denmark
1101,Richard Bohus,Hungary
1102,Guillaume Boivin,Canada
1103,Alexandra Boje,Denmark
1104,Aauri Lorena Bokesa,Spain
1105,Femke Bol,Netherlands
1106,Peter Bol,Australia
1107,Napolioni Bolaca,Fiji
1108,Gankhaich Bold,Mongolia
1109,Khongorzul Boldsaikhan,Mongolia
1110,Cynthia Bolingo,Belgium
1111,Timo Boll,Germany
1112,Leandro Nicolas Bolmaro,Argentina
1113,Marie Bolou,France
1114,Sharofiddin Boltaboev,Uzbekistan
1115,Marc Bolto,Spain
1116,Emma Beiter Bomme,Denmark
1117,Nicolas Bonanno,Argentina
1118,Berta Bonastre Peremateu,Spain
1119,Ashlee Bond,Israel
1120,Hamish Bond,New Zealand
1121,Edwina Bone,Australia
1122,Oliver Bone,Canada
1123,Liemarvin Bonevacia,Netherlands
1124,Harriet Bonface,Malawi
1125,Caio Bonfim,Brazil
1126,Isaac Bonga,Germany
1127,Anna Bongiorni,Italy
1128,Ariane Bonhomme,Canada
1129,Emilio Bonifacio,Dominican Republic
1130,Andrea Paola Bonilla,Ecuador
1131,Michel Zacarias Bonnat,Dominican Republic
1132,Charlotte Bonnet,France
1133,Debbie Bont,Netherlands
1134,Teresa Bonvalot,Portugal
1135,Devin Booker,United States of America
1136,Tom Alain Boon,Belgium
1137,Janneke Boonzaaijer,Netherlands
1138,Joshua Booth,Australia
1139,John Findlay Hammond Boothroyd,Canada
1140,Kjetil Borch,Norway
1141,Shamil Borchashvili,Austria
1142,Reka Bordas,Hungary
1143,Gabriel Bordier,France
1144,Giorgia Bordignon,Italy
1145,Susanna Bordone,Italy
1146,Yannick Borel,France
1147,Rebecca Borga,Italy
1148,Karla Borger,Germany
1149,Alexis Borges,Portugal
1150,Mauricio Borges Almeida Silva,Brazil
1151,Felipe Borges,Brazil
1152,Gabriel Borges,Brazil
1153,Stine Borgli,Norway
1154,Lovlina Borgohain,India
1155,Mateusz Borkowski,Poland
1156,Dylan Borlee,Belgium
1157,Jonathan Borlee,Belgium
1158,Kevin Borlee,Belgium
1159,Kirill Borodachev,ROC
1160,Jevgenijs Borodavko,Latvia
1161,Ilia Borodin,ROC
1162,Dorota Borowska,Poland
1163,Marion Borras,France
1164,Ismael Borrero Molina,Cuba
1165,Emily Borthwick,Great Britain
1166,Samantha Borutta,Germany
1167,Mikita Borykau,Belarus
1168,Caterina Chiara Bosetti,Italy
1169,Aliya Boshnak,Jordan
1170,Tijana Boskovic,Serbia
1171,Pierre-Ambroise Bosse,France
1172,Niklas Bosserhoff,Germany
1173,Shari Bossuyt,Belgium
1174,Sam Bosworth,New Zealand
1175,Tom Bosworth,Great Britain
1176,Maria Botalova,ROC
1177,Adam Botek,Slovakia
1178,Diego Botin Le Chever,Spain
1179,Vilimoni Botitu,Fiji
1180,Christine Botlogetswe,Botswana
1181,Cj Bott,New Zealand
1182,Viviana Bottaro,Italy
1183,Stefan Botticher,Germany
1184,Roumaysa Boualam,Algeria
1185,Ines Boubakri,Tunisia
1186,Hugo Boucheron,France
1187,Hichem Bouchicha,Algeria
1188,Sid Ali Boudina,Algeria
1189,Adem Boudjemline,Algeria
1190,Erica Bougard,United States of America
1191,Aymen Bouguerra,Tunisia
1192,El Ghali Boukaa,Morocco
1193,Ramzi Boukhiam,Morocco
1194,Shirine Boukli,France
1195,Chouaib Bouloudinats,Algeria
1196,Andrea Bouma,Netherlands
1197,Soufiyan Bouqantar,Morocco
1198,Hamza Bouras,Algeria
1199,Michel Bourez,France
1200,Jean Pierre Bourhis,Senegal
1201,Larbi Bouriah,Algeria
1202,Colin Bourke,Japan
1203,Christina Ioanna Bourmpou,Greece
1204,Tri Bourne,United States of America
1205,Siwar Bouseta,Tunisia
1206,Jeanne Boutbien,Senegal
1207,Micaela Bouter,South Africa
1208,Celine Boutier,France
1209,Samy Boutouil,Morocco
1210,Marit Bouwmeester,Netherlands
1211,Marwa Bouzayani,Tunisia
1212,Claire Bove,France
1213,Roel Bovendeert,Netherlands
1214,Alex Bowen,United States of America
1215,Katie Bowen,New Zealand
1216,Brendan Boyce,Ireland
1217,Marine Boyer,France
1218,Stephen Boyer,France
1219,Meryem Boz,Turkey
1220,Dilara Bozan,Turkey
1221,Islam Bozbayev,Kazakhstan
1222,Holly Bradshaw,Great Britain
1223,Jennifer Brady,United States of America
1224,Pablo Braegger,Switzerland
1225,Naemi Braendle,Switzerland
1226,Gabriela Braga Guimaraes,Brazil
1227,Rui Braganca,Portugal
1228,Zsanett Bragmayer,Hungary
1229,Connor Braid,Canada
1230,Luca Braidot,Italy
1231,Camila Brait,Brazil
1232,Michael Brake,New Zealand
1233,Tim Brand,Australia
1234,Elisabeth Brandau,Germany
1235,Maximilian Brandl,Germany
1236,Borjan Brankovski,North Macedonia
1237,Diogo Branquinho,Portugal
1238,Marie Branser,Democratic Republic of the Congo
1239,Maria Sol Branz,Argentina
1240,Scott Brash,Great Britain
1241,Shanne Braspennincx,Netherlands
1242,Maellyse Brassart,Belgium
1243,Shane Brathwaite,Barbados
1244,Kari Brattset Dale,Norway
1245,Ole Braunschweig,Germany
1246,Franziska Brausse,Germany
1247,Claudio Bravo,Argentina
1248,Elizabeth Bravo,Ecuador
1249,Alanna Bray-Lougheed,Canada
1250,Thiago Braz,Brazil
1251,Kelly Brazier,New Zealand
1252,Stefano Brecciaroli,Italy
1253,Stine Bredal Oftedal,Norway
1254,Kristine Breistoel,Norway
1255,Nils Brembach,Germany
1256,Sebastian Brendel,Germany
1257,Emmet Brennan,Ireland
1258,Lisa Brennauer,Germany
1259, Brenno,Brazil
1260,Klaudia Bres,Poland
1261,Chloe Brew,Great Britain
1262,Drasko Brguljan,Montenegro
1263,Thomas Briels,Belgium
1264,Joseph Brier,Great Britain
1265,Jo Brigden-Jones,Australia
1266,Millie Bright,Great Britain
1267,Michael Brinegar,United States of America
1268,Thierry Brinkman,Netherlands
1269,Lawrence Brittain,South Africa
1270,Antoine Brizard,France
1271,Tatjana Brnovic,Montenegro
1272,Signe Bro,Denmark
1273,Laura Brock,Australia
1274,Svend Brodersen,Germany
1275,Amelia Brodka,Poland
1276,Ben Broeders,Belgium
1277,Gijs Broeksma,Netherlands
1278,Lize Broekx,Belgium
1279,Stef Broenink,Netherlands
1280,Nadine Broersen,Netherlands
1281,Trayvon Bromell,United States of America
1282,Junelle Bromfield,Jamaica
1283,Michelle Bromley,Australia
1284,Lucy Bronze,Great Britain
1285,Declan Brooks,Great Britain
1286,Jelena Brooks,Serbia
1287,Suzannah Brookshire,Mexico
1288,Amandine Brossier,France
1289,Blake Broszus,Canada
1290,Gayle Broughton,New Zealand
1291,Alexander Brouwer,Netherlands
1292,Abbie Brown,Great Britain
1293,Alicia Brown,Canada
1294,Colton Brown,United States of America
1295,Erika Brown,United States of America
1296,Grace Brown,Australia
1297,Ira Brown,Japan
1298,Javeir Brown,Jamaica
1299,Joanna Brown,Canada
1300,Maceo Brown,United States of America
1301,Mackenzie Brown,United States of America
1302,Max Brown,New Zealand
1303,Ricardo Brown,Jamaica
1304,Sky Brown,Great Britain
1305,Kwesi Browne,Trinidad and Tobago
1306,Kayle Browning,United States of America
1307,Rohan Browning,Australia
1308,Jonathan Brownlee,Great Britain
1309,Lauren Bruce,New Zealand
1310,Nick Bruce,United States of America
1311,Julia Brueckler,Austria
1312,Sarah Bruessler,Germany
1313,Lore Bruggeman,Belgium
1314,Annika Bruhn,Germany
1315,Ese Brume,Nigeria
1316,Kristoffer Brun,Norway
1317,Manon Brunet,France
1318,Rachele Bruni,Italy
1319,Roberta Bruni,Italy
1320,Nicolas Brussino,Argentina
1321,Niels Bruynseels,Belgium
1322,David Brydon,New Zealand
1323,Michal Bryl,Poland
1324,Tim Brys,Belgium
1325,Anastasiya Bryzhina,Ukraine
1326,Marcin Brzezinski,Poland
1327,Artur Brzozowski,Poland
1328,Yousif Bu Arish,Saudi Arabia
1329,Tingkai Bu,People's Republic of China
1330,Alexander Bublik,Kazakhstan
1331,Kadeisha Buchanan,Canada
1332,Rushlee Buchanan,New Zealand
1333,Amandine Buchard,France
1334,Simon Bucher,Austria
1335,Matthijs Buchli,Netherlands
1336,Emanuel Buchmann,Germany
1337,Charlotte Buck,United States of America
1338,Ben Buckingham,Australia
1339,Charlie Buckingham,United States of America
1340,Carolyn Buckle,Australia
1341,Hannah Buckling,Australia
1342,Jakub Buczek,Canada
1343,Siri Arun Budcharern,Lao People's Democratic Republic
1344,Anatolii Budiak,Ukraine
1345,Laura Bueno,Spain
1346,Leticia Bufoni,Brazil
1347,Josh Bugajski,Great Britain
1348,Agustin Fernando Bugallo,Argentina
1349,Laerke Buhl-Hansen,Denmark
1350,Iuliana Buhus,Romania
1351,Kim Bui,Germany
1352,Pam Buisa,Canada
1353,Bianca Buitendag,South Africa
1354,Eugenia Bujak,Slovenia
1355,Mandy Bujold,Canada
1356,Vladyslav Bukhov,Ukraine
1357,Luka Bukic,Croatia
1358,Konrad Bukowiecki,Poland
1359,Daniela Bulaich Simian,Argentina
1360,Alyssa Bull,Australia
1361,Tyson Bull,Australia
1362,Josephine Bulmer,Australia
1363,Daryl Bultor,France
1364,Johanna Bundsen,Sweden
1365,Claudia Bunge,New Zealand
1366,Scotty Burcham,Israel
1367,Remona Burchell,Jamaica
1368,Federico Burdisso,Italy
1369,Felix Burestedt,Sweden
1370,Alex Burger,South Africa
1371,Guillaume Burger,France
1372,Adam Burgess,Great Britain
1373,Alexandra Burghardt,Germany
1374,Samuele Burgo,Italy
1375,Katalin Burian,Hungary
1376,Elena Burkard,Germany
1377,Mario Burke,Barbados
1378,Hannah Burkhill,Australia
1379,Quanesha Burks,United States of America
1380,Peter Burling,New Zealand
1381,Pedro Luis Burmann De Oliveira,Brazil
1382,Anna Burnet,Great Britain
1383,Taymir Burnet,Netherlands
1384,Derek Burnett,Ireland
1385,Tom Burns,New Zealand
1386,Keeno Burrell,Jamaica
1387,Abi Burton,Great Britain
1388,Bianka Busa,Serbia
1389,Luigi Busa,Italy
1390,Mattia Busato,Italy
1391,Kim Busch,Netherlands
1392,Camille Buscomb,New Zealand
1393,Andro Buslje,Croatia
1394,Theo Bussiere,France
1395,Carlos Bustamante,Mexico
1396,Esteban Bustos,Chile
1397,Alejandro Bustos Sanchez,Spain
1398,Tohar Butbul,Israel
1399,Andrew Butchart,Great Britain
1400,Chatchai-Decha Butdee,Thailand
1401,Mykola Butsenko,Ukraine
1402,Alycia Butterworth,Canada
1403,Lindsey Butterworth,Canada
1404,Tynita Butts-Townsend,United States of America
1405,Dajana Butulija,Serbia
1406,Mihaela Buzarnescu,Romania
1407,Shadiri Bwogi,Uganda
1408,Atheyna Bylon,Panama
1409,Ronan Byrne,Ireland
1410,Liliana Ca,Portugal
1411,Juan-Sebastian Cabal,Colombia
1412,Denia Caballero,Cuba
1413,Cristina Cabana Perez,Spain
1414,Ana Cabecinha,Portugal
1415,Jitka Cabelicka,Czech Republic
1416,Alexandrina Cabral Barbosa,Spain
1417,Melky Cabrera,Dominican Republic
1418,Liberato Cacace,New Zealand
1419,Ilaria Cacciamani,Italy
1420,Eusebio Caceres,Spain
1421,Anthony Caci,France
1422,Nikolina Cacic,Croatia
1423,Sasa Cado,Serbia
1424,Shane Cadogan,St Vincent and the Grenadines
1425,Francisco Caffaro,Argentina
1426,Alex Cai,Canada
1427,Zelin Cai,People's Republic of China
1428,Juan Caicedo,Ecuador
1429,Jean Carlos Caicedo Pachito,Ecuador
1430,Chiara Cainero,Italy
1431,Jenna Caira,Canada
1432,Anne Cairns,Samoa
1433,Tandara Caixeta,Brazil
1434,Buse Naz Cakiroglu,Turkey
1435,Gatis Cakss,Latvia
1436,Giulio Calabro,Italy
1437,Hugo Calderano,Brazil
1438,Abbey Caldwell,Australia
1439,Jose Oswaldo Calel,Guatemala
1440,Kubra Caliskan,Turkey
1441,Briken Calja,Albania
1442,Mark Caljouw,Netherlands
1443,Beatrice Callegari,Italy
1444,Jasmine Camacho-Quinn,Puerto Rico
1445,Ebrima Camara,Gambia
1446,Fatoumata Yarie Camara,Guinea
1447,Seco Camara,Guinea-Bissau
1448,Mattia Camboni,Italy
1449,Lloydricia Cameron,Jamaica
1450,Paulo Andre Camilo De Oliveira,Brazil
1451,Facundo Campazzo,Argentina
1452,Bronte Campbell,Australia
1453,Cate Campbell,Australia
1454,Emily Jade Campbell,Great Britain
1455,Jane Campbell,United States of America
1456,Jesse Campbell,New Zealand
1457,Luke Campbell,Germany
1458,Paige Campbell,Australia
1459,Richard Campbell,Australia
1460,Taylor Campbell,Great Britain
1461,Teniel Campbell,Trinidad and Tobago
1462,Kevin Campion,France
1463,Jorge Campos,Cuba
1464,Luiza Campos,Brazil
1465,Luis Henry Campos,Peru
1466,Natalia Campos,Chile
1467,Rafael Henrique Campos Pereira,Brazil
1468,Rafael Campos,Puerto Rico
1469,Tiago Campos,Portugal
1470,Daniela Campuzano Chavez Peon,Mexico
1471,Yasemin Can,Turkey
1472,Jaime Canalejo Pazos,Spain
1473,Antonia Canales,Chile
1474,Vlatko Cancar,Slovenia
1475,Eliecer Alfonso Canelo Sanchez,Venezuela
1476,Kayla Canett,United States of America
1477,Romain Cannone,France
1478,Ruiz Carmen Cano,Spain
1479,Rosalind Canter,Great Britain
1480,Patricia Cantero Reina,Spain
1481,Karol-Ann Canuel,Canada
1482,Gustavo Capdeville,Portugal
1483,Andrew Capobianco,United States of America
1484,Nicolas Capogrosso,Argentina
1485,Teodorico Caporaso,Italy
1486,Adrian Ignacio Carambula Raurich,Italy
1487,Martina Rita Caramignoli,Italy
1488,Richard Carapaz,Ecuador
1489,Roberto Carballes Baena,Spain
1490,Ona Carbonell Ballestero,Spain
1491,Devon Card,South Africa
1492,Kelsey Card,United States of America
1493,Ally Carda,United States of America
1494,Jorge Adan Cardenas Estrada,Mexico
1495,Joan Cardona Mendez,Spain
1496,Adriana Cardoso,Brazil
1497,Irismar Del Valle Cardozo Rojas,Venezuela
1498,Jade Carey,United States of America
1499,Michelle Carey,Ireland
1500,Daniel Cargnin,Brazil
1501,Giacomo Carini,Italy
1502,Andreas Cariolou,Cyprus
1503,Gabrielle Carle,Canada
1504,Bridget Carleton,Canada
1505,Sarah Carli,Australia
